"Country or Area","Year(s)","Variant","Value"
"New Caledonia","1995-2000","Medium","24.21"
"New Caledonia","1990-1995","Medium","28.948"
"New Caledonia","1985-1990","Medium","35.393"
"New Caledonia","1980-1985","Medium","44.227"
"New Caledonia","1975-1980","Medium","56.118"
"New Caledonia","1970-1975","Medium","70.962"
"New Caledonia","1965-1970","Medium","89.344"
"New Caledonia","1960-1965","Medium","111.373"
"New Caledonia","1955-1960","Medium","138.075"
"New Caledonia","1950-1955","Medium","170.661"
"New Zealand","2095-2100","Medium","0.746"
"New Zealand","2090-2095","Medium","0.862"
"New Zealand","2085-2090","Medium","0.984"
"New Zealand","2080-2085","Medium","1.12"
"New Zealand","2075-2080","Medium","1.265"
"New Zealand","2070-2075","Medium","1.424"
"New Zealand","2065-2070","Medium","1.597"
"New Zealand","2060-2065","Medium","1.783"
"New Zealand","2055-2060","Medium","1.989"
"New Zealand","2050-2055","Medium","2.201"
"New Zealand","2045-2050","Medium","2.442"
"New Zealand","2040-2045","Medium","2.708"
"New Zealand","2035-2040","Medium","3.012"
"New Zealand","2030-2035","Medium","3.359"
"New Zealand","2025-2030","Medium","3.791"
"New Zealand","2020-2025","Medium","4.308"
"New Zealand","2015-2020","Medium","4.57"
"New Zealand","2010-2015","Medium","5.267"
"New Zealand","2005-2010","Medium","6.144"
"New Zealand","2000-2005","Medium","6.687"
"New Zealand","1995-2000","Medium","7.733"
"New Zealand","1990-1995","Medium","9.108"
"New Zealand","1985-1990","Medium","12.757"
"New Zealand","1980-1985","Medium","14.352"
"New Zealand","1975-1980","Medium","16.643"
"New Zealand","1970-1975","Medium","19.654"
"New Zealand","1965-1970","Medium","22.062"
"New Zealand","1960-1965","Medium","25.199"
"New Zealand","1955-1960","Medium","29.635"
"New Zealand","1950-1955","Medium","33.333"
"Nicaragua","2095-2100","Medium","3.556"
"Nicaragua","2090-2095","Medium","3.784"
"Nicaragua","2085-2090","Medium","4.038"
"Nicaragua","2080-2085","Medium","4.328"
"Nicaragua","2075-2080","Medium","4.651"
"Nicaragua","2070-2075","Medium","5.022"
"Nicaragua","2065-2070","Medium","5.458"
"Nicaragua","2060-2065","Medium","5.989"
"Nicaragua","2055-2060","Medium","6.63"
"Nicaragua","2050-2055","Medium","7.387"
"Nicaragua","2045-2050","Medium","8.313"
"Nicaragua","2040-2045","Medium","9.415"
"Nicaragua","2035-2040","Medium","10.741"
"Nicaragua","2030-2035","Medium","12.388"
"Nicaragua","2025-2030","Medium","14.426"
"Nicaragua","2020-2025","Medium","16.963"
"Nicaragua","2015-2020","Medium","20.244"
"Nicaragua","2010-2015","Medium","21.574"
"Nicaragua","2005-2010","Medium","27.767"
"Nicaragua","2000-2005","Medium","32.169"
"Nicaragua","1995-2000","Medium","43.805"
"Nicaragua","1990-1995","Medium","61.77"
"Nicaragua","1985-1990","Medium","90.041"
"Nicaragua","1980-1985","Medium","117.295"
"Nicaragua","1975-1980","Medium","137.599"
"Nicaragua","1970-1975","Medium","150.839"
"Nicaragua","1965-1970","Medium","173.741"
"Nicaragua","1960-1965","Medium","198.638"
"Nicaragua","1955-1960","Medium","225.051"
"Nicaragua","1950-1955","Medium","253.746"
"Niger","2095-2100","Medium","15.584"
"Niger","2090-2095","Medium","16.391"
"Niger","2085-2090","Medium","17.288"
"Niger","2080-2085","Medium","18.363"
"Niger","2075-2080","Medium","19.615"
"Niger","2070-2075","Medium","20.994"
"Niger","2065-2070","Medium","22.595"
"Niger","2060-2065","Medium","24.47"
"Niger","2055-2060","Medium","26.801"
"Niger","2050-2055","Medium","29.664"
"Niger","2045-2050","Medium","33.335"
"Niger","2040-2045","Medium","38.128"
"Niger","2035-2040","Medium","44.171"
"Niger","2030-2035","Medium","51.653"
"Niger","2025-2030","Medium","60.91"
"Niger","2020-2025","Medium","71.956"
"Niger","2015-2020","Medium","84.64"
"Niger","2010-2015","Medium","110.143"
"Niger","2005-2010","Medium","144.42"
"Niger","2000-2005","Medium","193.93"
"Niger","1995-2000","Medium","241.857"
"Niger","1990-1995","Medium","293.312"
"Niger","1985-1990","Medium","319.389"
"Niger","1980-1985","Medium","313.516"
"Niger","1975-1980","Medium","323.292"
"Niger","1970-1975","Medium","325.155"
"Niger","1965-1970","Medium","324.441"
"Niger","1960-1965","Medium","323.469"
"Niger","1955-1960","Medium","325.694"
"Niger","1950-1955","Medium","325.045"
"Nigeria","2095-2100","Medium","29.72"
"Nigeria","2090-2095","Medium","31.281"
"Nigeria","2085-2090","Medium","32.986"
"Nigeria","2080-2085","Medium","34.886"
"Nigeria","2075-2080","Medium","36.987"
"Nigeria","2070-2075","Medium","39.424"
"Nigeria","2065-2070","Medium","42.174"
"Nigeria","2060-2065","Medium","45.288"
"Nigeria","2055-2060","Medium","48.737"
"Nigeria","2050-2055","Medium","52.681"
"Nigeria","2045-2050","Medium","57.047"
"Nigeria","2040-2045","Medium","62.111"
"Nigeria","2035-2040","Medium","67.806"
"Nigeria","2030-2035","Medium","74.263"
"Nigeria","2025-2030","Medium","81.52"
"Nigeria","2020-2025","Medium","90.158"
"Nigeria","2015-2020","Medium","101.739"
"Nigeria","2010-2015","Medium","120.998"
"Nigeria","2005-2010","Medium","141.917"
"Nigeria","2000-2005","Medium","171.688"
"Nigeria","1995-2000","Medium","200.361"
"Nigeria","1990-1995","Medium","213.176"
"Nigeria","1985-1990","Medium","212.463"
"Nigeria","1980-1985","Medium","211.817"
"Nigeria","1975-1980","Medium","227.548"
"Nigeria","1970-1975","Medium","248.777"
"Nigeria","1965-1970","Medium","269.019"
"Nigeria","1960-1965","Medium","287.885"
"Nigeria","1955-1960","Medium","312.757"
"Nigeria","1950-1955","Medium","335.376"
"Niue","2095-2100","Medium",""
"Niue","2090-2095","Medium",""
"Niue","2085-2090","Medium",""
"Niue","2080-2085","Medium",""
"Niue","2075-2080","Medium",""
"Niue","2070-2075","Medium",""
"Niue","2065-2070","Medium",""
"Niue","2060-2065","Medium",""
"Niue","2055-2060","Medium",""
"Niue","2050-2055","Medium",""
"Niue","2045-2050","Medium",""
"Niue","2040-2045","Medium",""
"Niue","2035-2040","Medium",""
"Niue","2030-2035","Medium",""
"Niue","2025-2030","Medium",""
"Niue","2020-2025","Medium",""
"Niue","2015-2020","Medium",""
"Niue","2010-2015","Medium",""
"Niue","2005-2010","Medium",""
"Niue","2000-2005","Medium",""
"Niue","1995-2000","Medium",""
"Niue","1990-1995","Medium",""
"Niue","1985-1990","Medium",""
"Niue","1980-1985","Medium",""
"Niue","1975-1980","Medium",""
"Niue","1970-1975","Medium",""
"Niue","1965-1970","Medium",""
"Niue","1960-1965","Medium",""
"Niue","1955-1960","Medium",""
"Niue","1950-1955","Medium",""
"No income group available","2095-2100","Medium","3.569"
"No income group available","2090-2095","Medium","3.77"
"No income group available","2085-2090","Medium","3.99"
"No income group available","2080-2085","Medium","4.224"
"No income group available","2075-2080","Medium","4.45"
"No income group available","2070-2075","Medium","4.678"
"No income group available","2065-2070","Medium","4.918"
"No income group available","2060-2065","Medium","5.263"
"No income group available","2055-2060","Medium","5.655"
"No income group available","2050-2055","Medium","6.113"
"No income group available","2045-2050","Medium","6.586"
"No income group available","2040-2045","Medium","7.065"
"No income group available","2035-2040","Medium","7.636"
"No income group available","2030-2035","Medium","8.415"
"No income group available","2025-2030","Medium","9.592"
"No income group available","2020-2025","Medium","11.003"
"No income group available","2015-2020","Medium","12.45"
"No income group available","2010-2015","Medium","14.519"
"No income group available","2005-2010","Medium","17.453"
"No income group available","2000-2005","Medium","21.318"
"No income group available","1995-2000","Medium","26.163"
"No income group available","1990-1995","Medium","32.47"
"No income group available","1985-1990","Medium","39.565"
"No income group available","1980-1985","Medium","52.807"
"No income group available","1975-1980","Medium","61.94"
"No income group available","1970-1975","Medium","68.276"
"No income group available","1965-1970","Medium","82.582"
"No income group available","1960-1965","Medium","100.448"
"No income group available","1955-1960","Medium","124.137"
"No income group available","1950-1955","Medium","164.093"
"North Macedonia","2095-2100","Medium","2.373"
"North Macedonia","2090-2095","Medium","2.531"
"North Macedonia","2085-2090","Medium","2.702"
"North Macedonia","2080-2085","Medium","2.889"
"North Macedonia","2075-2080","Medium","3.1"
"North Macedonia","2070-2075","Medium","3.339"
"North Macedonia","2065-2070","Medium","3.628"
"North Macedonia","2060-2065","Medium","3.963"
"North Macedonia","2055-2060","Medium","4.35"
"North Macedonia","2050-2055","Medium","4.847"
"North Macedonia","2045-2050","Medium","5.421"
"North Macedonia","2040-2045","Medium","6.086"
"North Macedonia","2035-2040","Medium","6.886"
"North Macedonia","2030-2035","Medium","7.815"
"North Macedonia","2025-2030","Medium","8.91"
"North Macedonia","2020-2025","Medium","10.213"
"North Macedonia","2015-2020","Medium","11.817"
"North Macedonia","2010-2015","Medium","9.946"
"North Macedonia","2005-2010","Medium","12.071"
"North Macedonia","2000-2005","Medium","13.618"
"North Macedonia","1995-2000","Medium","19.845"
"North Macedonia","1990-1995","Medium","29.451"
"North Macedonia","1985-1990","Medium","43.773"
"North Macedonia","1980-1985","Medium","56.033"
"North Macedonia","1975-1980","Medium","67.45"
"North Macedonia","1970-1975","Medium","74.83"
"North Macedonia","1965-1970","Medium","89.905"
"North Macedonia","1960-1965","Medium","105.242"
"North Macedonia","1955-1960","Medium","126.458"
"North Macedonia","1950-1955","Medium","155.436"
"Northern Africa","2095-2100","Medium","6.746"
"Northern Africa","2090-2095","Medium","7.226"
"Northern Africa","2085-2090","Medium","7.737"
"Northern Africa","2080-2085","Medium","8.298"
"Northern Africa","2075-2080","Medium","8.961"
"Northern Africa","2070-2075","Medium","9.731"
"Northern Africa","2065-2070","Medium","10.575"
"Northern Africa","2060-2065","Medium","11.509"
"Northern Africa","2055-2060","Medium","12.575"
"Northern Africa","2050-2055","Medium","13.756"
"Northern Africa","2045-2050","Medium","15.161"
"Northern Africa","2040-2045","Medium","16.882"
"Northern Africa","2035-2040","Medium","19.048"
"Northern Africa","2030-2035","Medium","21.639"
"Northern Africa","2025-2030","Medium","24.441"
"Northern Africa","2020-2025","Medium","27.324"
"Northern Africa","2015-2020","Medium","30.658"
"Northern Africa","2010-2015","Medium","35.306"
"Northern Africa","2005-2010","Medium","43.141"
"Northern Africa","2000-2005","Medium","53.577"
"Northern Africa","1995-2000","Medium","63.428"
"Northern Africa","1990-1995","Medium","81.114"
"Northern Africa","1985-1990","Medium","96.768"
"Northern Africa","1980-1985","Medium","127.823"
"Northern Africa","1975-1980","Medium","162.035"
"Northern Africa","1970-1975","Medium","196.185"
"Northern Africa","1965-1970","Medium","215.488"
"Northern Africa","1960-1965","Medium","241.752"
"Northern Africa","1955-1960","Medium","273.321"
"Northern Africa","1950-1955","Medium","317.479"
"Northern Africa and Western Asia","2095-2100","Medium","6.049"
"Northern Africa and Western Asia","2090-2095","Medium","6.473"
"Northern Africa and Western Asia","2085-2090","Medium","6.936"
"Northern Africa and Western Asia","2080-2085","Medium","7.451"
"Northern Africa and Western Asia","2075-2080","Medium","8.049"
"Northern Africa and Western Asia","2070-2075","Medium","8.736"
"Northern Africa and Western Asia","2065-2070","Medium","9.504"
"Northern Africa and Western Asia","2060-2065","Medium","10.34"
"Northern Africa and Western Asia","2055-2060","Medium","11.261"
"Northern Africa and Western Asia","2050-2055","Medium","12.286"
"Northern Africa and Western Asia","2045-2050","Medium","13.513"
"Northern Africa and Western Asia","2040-2045","Medium","15.01"
"Northern Africa and Western Asia","2035-2040","Medium","16.841"
"Northern Africa and Western Asia","2030-2035","Medium","18.957"
"Northern Africa and Western Asia","2025-2030","Medium","21.447"
"Northern Africa and Western Asia","2020-2025","Medium","24.02"
"Northern Africa and Western Asia","2015-2020","Medium","26.761"
"Northern Africa and Western Asia","2010-2015","Medium","30.669"
"Northern Africa and Western Asia","2005-2010","Medium","36.184"
"Northern Africa and Western Asia","2000-2005","Medium","45.492"
"Northern Africa and Western Asia","1995-2000","Medium","55.657"
"Northern Africa and Western Asia","1990-1995","Medium","71.222"
"Northern Africa and Western Asia","1985-1990","Medium","86.349"
"Northern Africa and Western Asia","1980-1985","Medium","112.107"
"Northern Africa and Western Asia","1975-1980","Medium","142.528"
"Northern Africa and Western Asia","1970-1975","Medium","175.413"
"Northern Africa and Western Asia","1965-1970","Medium","200.434"
"Northern Africa and Western Asia","1960-1965","Medium","229.392"
"Northern Africa and Western Asia","1955-1960","Medium","260.098"
"Northern Africa and Western Asia","1950-1955","Medium","296.96"
"Northern America","2095-2100","Medium","1.722"
"Northern America","2090-2095","Medium","1.842"
"Northern America","2085-2090","Medium","1.97"
"Northern America","2080-2085","Medium","2.107"
"Northern America","2075-2080","Medium","2.257"
"Northern America","2070-2075","Medium","2.419"
"Northern America","2065-2070","Medium","2.6"
"Northern America","2060-2065","Medium","2.807"
"Northern America","2055-2060","Medium","3.039"
"Northern America","2050-2055","Medium","3.309"
"Northern America","2045-2050","Medium","3.629"
"Northern America","2040-2045","Medium","4.023"
"Northern America","2035-2040","Medium","4.484"
"Northern America","2030-2035","Medium","5.031"
"Northern America","2025-2030","Medium","6.031"
"Northern America","2020-2025","Medium","6.822"
"Northern America","2015-2020","Medium","6.687"
"Northern America","2010-2015","Medium","6.827"
"Northern America","2005-2010","Medium","7.762"
"Northern America","2000-2005","Medium","8.094"
"Northern America","1995-2000","Medium","8.676"
"Northern America","1990-1995","Medium","10.189"
"Northern America","1985-1990","Medium","12.021"
"Northern America","1980-1985","Medium","13.432"
"Northern America","1975-1980","Medium","16.539"
"Northern America","1970-1975","Medium","20.784"
"Northern America","1965-1970","Medium","25.8"
"Northern America","1960-1965","Medium","29.199"
"Northern America","1955-1960","Medium","32.025"
"Northern America","1950-1955","Medium","36.1"
"Northern America","2095-2100","Medium","1.722"
"Northern America","2090-2095","Medium","1.842"
"Northern America","2085-2090","Medium","1.97"
"Northern America","2080-2085","Medium","2.107"
"Northern America","2075-2080","Medium","2.257"
"Northern America","2070-2075","Medium","2.419"
"Northern America","2065-2070","Medium","2.6"
"Northern America","2060-2065","Medium","2.807"
"Northern America","2055-2060","Medium","3.039"
"Northern America","2050-2055","Medium","3.309"
"Northern America","2045-2050","Medium","3.629"
"Northern America","2040-2045","Medium","4.023"
"Northern America","2035-2040","Medium","4.484"
"Northern America","2030-2035","Medium","5.031"
"Northern America","2025-2030","Medium","6.031"
"Northern America","2020-2025","Medium","6.822"
"Northern America","2015-2020","Medium","6.687"
"Northern America","2010-2015","Medium","6.827"
"Northern America","2005-2010","Medium","7.762"
"Northern America","2000-2005","Medium","8.094"
"Northern America","1995-2000","Medium","8.676"
"Northern America","1990-1995","Medium","10.189"
"Northern America","1985-1990","Medium","12.021"
"Northern America","1980-1985","Medium","13.432"
"Northern America","1975-1980","Medium","16.539"
"Northern America","1970-1975","Medium","20.784"
"Northern America","1965-1970","Medium","25.8"
"Northern America","1960-1965","Medium","29.199"
"Northern America","1955-1960","Medium","32.025"
"Northern America","1950-1955","Medium","36.1"
"Northern Europe","2095-2100","Medium","0.773"
"Northern Europe","2090-2095","Medium","0.854"
"Northern Europe","2085-2090","Medium","0.941"
"Northern Europe","2080-2085","Medium","1.038"
"Northern Europe","2075-2080","Medium","1.139"
"Northern Europe","2070-2075","Medium","1.247"
"Northern Europe","2065-2070","Medium","1.369"
"Northern Europe","2060-2065","Medium","1.504"
"Northern Europe","2055-2060","Medium","1.648"
"Northern Europe","2050-2055","Medium","1.811"
"Northern Europe","2045-2050","Medium","1.992"
"Northern Europe","2040-2045","Medium","2.2"
"Northern Europe","2035-2040","Medium","2.447"
"Northern Europe","2030-2035","Medium","2.762"
"Northern Europe","2025-2030","Medium","3.19"
"Northern Europe","2020-2025","Medium","3.651"
"Northern Europe","2015-2020","Medium","3.921"
"Northern Europe","2010-2015","Medium","4.359"
"Northern Europe","2005-2010","Medium","5.216"
"Northern Europe","2000-2005","Medium","6.02"
"Northern Europe","1995-2000","Medium","6.995"
"Northern Europe","1990-1995","Medium","8.587"
